item_id,description,profit_margin_2023,profit_percent_total
765,coastal sublime collar purple xs,7947.0,0.0014610401638436982
1551,ladybug (my family),7660.0,0.0014082757839490032
1073,zeedog chroma leash extra small,7466.0,0.0013726092693163523
1350,honey collar medium,7436.799999999999,0.0013672409073200976
1055,red big circle paw (my family),7322.0,0.0013461351553622194
936,zeus collar semifijo  m  rojo,7280.0,0.0013384135387922642
589,cama zapato- mediano catapet,7191.0,0.0013220510655845017
356,zeedog neopro bubblegum leash large,7170.0,0.001318190257299524
1096,coastal maslow  plato pup verde 1596 ml,7076.0,0.0013009085440239096
626,coastal maslow  plato paw gris 1596 ml,6896.0,0.0012678159015812435
1000,afp litte buddy comforting gator,6486.0,0.0011924382160173935
401,coastal maslow plato dry ears gris 887 ml,6424.0,0.001181039639176031
1279,zeus trailla dobl asa  s  coral 1,6290.0,0.001156404005357602
142,zeedog ella collar extra small,6264.0,0.0011516239570047724
1249,zeedog mahalo adjustable air mesh harness medium,6158.0,0.0011321360675663136
1089,zd midnight leash small,6150.0,0.0011306652834577506
499,small bone aluminum purple (my family),5943.0,0.0010926087446486848
187,small bone chromed brass (my family),5862.0,0.0010777170555494853
1512,oat hay 425 gr,5794.0,0.0010652153906267005
470,brit care senior lamb & rice 3 kg,5674.0,0.0010431536289982565
684,zeus arnes fig.a  m  fucsia,5552.0,0.0010207241713426716
848,big heart aluminum black (my family),5454.0,0.0010027070660127758
1598,exo terra placa calefactora 8 w,5429.0,0.0009981108656735168
588,zeedog neon coral handsfree leash,5309.0,0.0009760491040450729
1643,collar cuero nº 4 (g. araya),5226.0,0.0009607897189187325
1607,dogit estaca de enganche manilla roja,5128.0,0.0009427726135888367
294,zd midnight collar small,4998.0,0.000918872371824689
229,big bone chromed brass (my family),4932.0,0.0009067384029290449
960,big round aluminum blue (my family),4848.0,0.0008912951697891342
371,zeedog mr. x,4811.0,0.0008844927932870306
683,purple big circle bone (my family),4764.0,0.0008758519366492233
873,zeedog prisma h-harness small,4694.0,0.0008629825756992977
790,zd ella adjustable air mesh harness extra small,4643.0,0.0008536063270072091
1338,"zeus collar ajustable ""l"" grafito",4524.0,0.0008317284133923357
1020,zeus bozal alpha  xs ,4444.0,0.0008170205723067064
530,collar cuero nº 3 ( g. araya),4362.0,0.0008019450351939362
262,dogit dispensador bolsa fecas rojo 2x20,4352.0,0.0008001065550582326
1749,toallitas neem,4324.0,0.0007949588106782625
696,zeedog mahalo adjustable air mesh harness small,4302.0,0.0007909141543797143
1660,mamadera  (kit) 59 ml.,4292.0,0.0007890756742440106
802,coastal sublime collar teal stripe l,4225.0,0.0007767578573347962
646,educador sanitario perro gato,4204.0,0.0007728970490498185
1495,pala sanitaria (granulos) negro,4185.0,0.0007694039367919815
1320,oftavet,4163.0,0.0007653592804934335
1500,coastal lazer brite trailla skulls s,4048.0,0.0007442167589328414
69,big heart aluminum red (my family),4044.0,0.0007434813668785599
567,collar cuero nº 6 (g. araya),3984.0,0.0007324504860643379
737,zd neon coral h-harness medium,3945.0,0.0007252804135350937
308,coastal style collar plaids,3944.0,0.0007250965655215233
1110,coastal lazer brite collar skulls s/m,3912.0,0.0007192134290872716
935,pawise bola luminosa 3,3890.0,0.0007151687727887235
94,arnes nacional mediano a. doctor,3736.0,0.0006868561786988872
421,cream chihuahua  (my family),3725.0,0.0006848338505496131
1340,dogit alfombrilla educadora  x-large 20u,3581.0,0.0006583597365954804
659,lw sustrato natural peq. anim. verde-10l,3496.0,0.0006427326554419993
1092,lm soother green for dog,3443.0,0.0006329887107227699
224,zeedog gotham air mesh plus harness extra small,3419.0,0.0006285763583970813
263,alfombrilla 14 unid,3358.0,0.0006173616295692889
1145,afp dog ultrasonic avestruz,3167.0,0.000582246658977349
760,coastal sublime collar flower pink s/m,3152.0,0.0005794889387737935
722,zeedog gotham bow-tie large,3004.0,0.0005522794327653793
1528,zeedog ella leash extra small,2937.0,0.0005399616158561648
1201,arnes gato colores g.a,2926.0,0.0005379392877068907
1310,zeedog skull h-harness extra small,2919.0,0.0005366523516118982
138,bozal clinico 4 (a. doctor),2864.0,0.0005265407108655282
1177,cadena cordon 2 mm a.doctor,2844.0,0.0005228637505941208
1076,noon collar extra small,2811.0,0.0005167967661462987
661,laser fun,2751.0,0.0005057658853320768
473,zeedog blu,2591.0,0.0004763502031608182
1339,afp lamb flying mouse,2524.0,0.0004640323862516037
1241,tx bozal con red incorporada s,2492.0,0.00045814924981735195
155,zeus arnes fig.a  s  coral,2492.0,0.00045814924981735195
